School_Number,Classroom_Number,Time_Intervals,Date,Time ,Season ,Mode,Floor,Room_Orientation,Occupant_Num,TypeOfActivity,JustOccupiedOrnot,FillingQ,Temperature_Operative,TcomfortCENMode,Lower_Margin,MetabolicRate,Weight,Height,BodySurfaceArea,NumberOfStudents,NumOfStudentsDrinking,NumOfStudentsFanning,WithoutJumperOrCardigan,ClassroomArea,ClassroomHeight,ClassroomVolume,DepthtoHeightRatio,OpenningToClassroomArea,WindowAreatoClassroomRatio,TypeOfWindow,TypeofBlindShade,NumberofOperableBlindsShades,TypeofInternalDoor,VentilationType,VentilationFan,AreaOfOperableWindows2,TotalOperableAreas,AreaOfNonOperableWindow,AreaofDoorGlazing,TotalAreaofGlazing,NumberofOperableWindows,WindowGlazing,TypeOfWindowOperation,MinimumHeightOfOperableWindowSill,OpeningToWallRatio,PercentOfOpenWindow,AreaofOpenWindows,AreaofDoorOpen,TotalOpenArea,AreaofExteriorDoorOpening,AreaOfOperableWindows,TotalOperableArea,PercentOfOpenAreas,NumberofSlightlyOpenLargeWindows,NumberoffullyOpenSmallWindows,NumberofSlightlyOpenSamallWindows,NumberofOpenSmallWindows,TotalnumberOfOpenWindows,TotalNumberofWindowAdjustment,ReasonForAdjustment2,WhoDidAdjustment,BlindState,PercentOfClosedBlinds,ReasonForAdjustment,TotalNumberofBlindAdjustment,WhoDidAdjustment2,ExteriorShade,InteriorDoorState,ReasonForAdjustment3,WhoDidAdjustment3,ExteriorDoorState,ReasonForAdjustment5,WhoDidAdjustment5,StateOfConnectingDoor,HeatingSystem,FanOrCoolingSystem,ReasonForAdjustment4,WhoDidAdjustment4,Lights,Temperature_Air,Temperature_Radiant,Temperature_Operative,Temperature_Outdoor_Mean,Air_Speed,Relative_Humidity,CO2,CO2_Exterior,Temperature_Air_Outdoor,Relative_Humidity_Outdoor,Air_Speed_Outdoor,RainOrSnow,K,VCO2,Gpcm3s,GequalsnGp,GeForAdults,TotalGe,OccupantDensitym2,OccupantDensitym3,TcomfortG,TcomfortCENTrm,UpperMargin
5,5.16,5.25,1/18/2018,11:10:00,3,2,2,11,1,1,1,2,20.9,23.13,21.13,58,31.5,138.5,1.1,30,0,0,0,55,2.5,137.5,2.8,10.36,10.36,2,1,2,1,4,2,5.7,5.7,8.4,0,14.1,8,2,1,0.5,30,0,0.00,0,0.00,0,5.7,5.7,0,0,0,0,0,0,0,7,6,5,0,3,0,6,2,1,5,6,3,5,6,3,1,6,3,6,1,20.5,21.3,20.9,5.9,0.027,52.1,2121.6,420,9.7,87,3.5,1,10.165,12.097,3.387,101.612,11.600,113.212,1.833,4.583,21.38,23.13,25.13
5,5.16,5.25,1/18/2018,09:50:00,3,2,2,11,1,1,1,2,20.05,23.13,21.13,58,31.5,138.5,1.1,30,0,0,0,55,2.5,137.5,2.8,10.36,10.36,2,1,2,1,4,2,5.7,5.7,8.4,0,14.1,8,2,1,0.5,30,0,0.00,0,0.00,0,5.7,5.7,0,0,0,0,0,0,0,7,6,5,0,3,0,6,2,1,5,6,3,5,6,3,1,6,3,6,1,19.5,20.6,20.05,5.9,0.016,52.6,2122.2,420,10.2,87,3.5,2,10.136,12.062,3.377,101.318,11.600,112.918,1.833,4.583,21.38,23.13,25.13
5,5.16,5.25,1/18/2018,10:10:00,3,2,2,11,1,1,1,2,20.45,23.13,21.13,58,31.5,138.5,1.1,30,0,0,0,55,2.5,137.5,2.8,10.36,10.36,2,1,2,1,4,2,5.7,5.7,8.4,0,14.1,8,2,1,0.5,30,0,0.00,0,0.00,0,5.7,5.7,0,0,0,0,0,0,0,7,6,5,0,3,0,6,2,1,5,6,3,5,6,3,1,6,3,6,1,20,20.9,20.45,5.9,0.031,52.4,2140.7,420,10.1,88,2.5,2,10.150,12.078,3.382,101.457,11.600,113.057,1.833,4.583,21.38,23.13,25.13
5,5.16,5.25,1/18/2018,10:00:00,3,2,2,11,1,1,1,2,20.15,23.13,21.13,58,31.5,138.5,1.1,30,0,0,0,55,2.5,137.5,2.8,10.36,10.36,2,1,2,1,4,2,5.7,5.7,8.4,0,14.1,8,2,1,0.5,30,0,0.00,0,0.00,0,5.7,5.7,0,0,0,0,0,0,0,7,6,5,0,3,0,6,2,1,5,6,3,5,6,3,1,6,3,6,1,19.5,20.8,20.15,5.9,0.028,52.3,2158.3,420,10.2,88,2.5,2,10.139,12.066,3.378,101.353,11.600,112.953,1.833,4.583,21.38,23.13,25.13
5,5.16,5.25,1/18/2018,11:50:00,3,2,2,11,1,1,1,2,21.35,23.13,21.13,58,31.5,138.5,1.1,30,0,0,0,55,2.5,137.5,2.8,10.36,10.36,2,1,2,1,4,2,5.7,5.7,8.4,0,14.1,8,2,1,0.5,30,0,0.00,0,0.00,0,5.7,5.7,0,0,0,0,0,0,0,7,6,5,0,3,0,6,2,1,5,6,3,5,6,3,1,6,3,6,1,21,21.7,21.35,5.9,0.026,51.8,2161.9,420,9.1,92,3.5,1,10.181,12.115,3.392,101.768,11.600,113.368,1.833,4.583,21.38,23.13,25.13
5,5.16,5.25,1/18/2018,10:30:00,3,2,2,11,1,1,1,2,20.9,23.13,21.13,58,31.5,138.5,1.1,30,0,0,0,55,2.5,137.5,2.8,10.36,10.36,2,1,2,1,4,2,5.7,5.7,8.4,0,14.1,8,2,1,0.5,30,0,0.00,0,0.00,0,5.7,5.7,0,0,0,0,0,0,0,7,6,5,0,3,0,6,2,1,5,6,3,5,6,3,1,6,3,6,1,20.5,21.3,20.9,5.9,0.028,51.3,2209.4,420,9.8,88,3.5,2,10.165,12.097,3.387,101.612,11.600,113.212,1.833,4.583,21.38,23.13,25.13
5,5.16,5.25,1/18/2018,11:00:00,3,2,2,11,1,1,1,2,20.9,23.13,21.13,58,31.5,138.5,1.1,30,0,0,0,55,2.5,137.5,2.8,10.36,10.36,2,1,2,1,4,2,5.7,5.7,8.4,0,14.1,8,2,1,0.5,30,0,0.00,0,0.00,0,5.7,5.7,0,0,0,0,0,0,0,7,6,5,0,3,0,6,2,1,5,6,3,5,6,3,1,6,3,6,1,20.5,21.3,20.9,5.9,0.017,52.1,2210.6,420,9.7,88,4.3,1,10.165,12.097,3.387,101.612,11.600,113.212,1.833,4.583,21.38,23.13,25.13
5,5.16,5.25,1/18/2018,11:40:00,3,2,2,11,1,1,1,2,21.35,23.13,21.13,58,31.5,138.5,1.1,30,0,0,0,55,2.5,137.5,2.8,10.36,10.36,2,1,2,1,4,2,5.7,5.7,8.4,0,14.1,8,2,1,0.5,30,0,0.00,0,0.00,0,5.7,5.7,0,0,0,0,0,0,0,7,6,5,0,3,0,6,2,1,5,6,3,5,6,3,1,6,3,6,1,21,21.7,21.35,5.9,0.021,51.6,2217.2,420,9.8,94,2.5,1,10.181,12.115,3.392,101.768,11.600,113.368,1.833,4.583,21.38,23.13,25.13
5,5.16,5.25,1/18/2018,10:50:00,3,2,2,11,1,1,1,2,20.85,23.13,21.13,58,31.5,138.5,1.1,30,0,0,0,55,2.5,137.5,2.8,10.36,10.36,2,1,2,1,4,2,5.7,5.7,8.4,0,14.1,8,2,1,0.5,30,0,0.00,0,0.00,0,5.7,5.7,0,0,0,0,0,0,0,7,6,5,0,3,0,6,2,1,5,6,3,5,6,3,1,6,3,6,1,20.5,21.2,20.85,5.9,0.021,51.9,2217.4,420,9.7,89,2.5,1,10.164,12.095,3.386,101.595,11.600,113.195,1.833,4.583,21.38,23.13,25.13
5,5.16,5.25,1/18/2018,10:20:00,3,2,2,11,1,2,1,2,20.55,23.13,21.13,79,31.5,138.5,1.1,30,0,0,0,55,2.5,137.5,2.8,10.36,10.36,2,1,2,1,4,2,5.7,5.7,8.4,0,14.1,8,2,1,0.5,30,0,0.00,0,0.00,0,5.7,5.7,0,0,0,0,0,0,0,7,6,5,0,3,0,6,2,1,5,6,3,5,6,3,1,6,3,6,1,20,21.1,20.55,5.9,0.017,52.4,2220.7,420,10,88,3.5,2,13.829,16.457,4.608,138.238,11.600,149.838,1.833,4.583,21.38,23.13,25.13
5,5.16,5.25,1/18/2018,10:40:00,3,2,2,11,1,1,1,2,20.85,23.13,21.13,58,31.5,138.5,1.1,30,0,0,0,55,2.5,137.5,2.8,10.36,10.36,2,1,2,1,4,2,5.7,5.7,8.4,0,14.1,8,2,1,0.5,30,0,0.00,0,0.00,0,5.7,5.7,0,0,0,0,0,0,0,7,6,5,0,3,0,6,2,1,5,6,3,5,6,3,1,6,3,6,1,20.5,21.2,20.85,5.9,0.023,51.8,2241.8,420,9.8,89,4.3,2,10.164,12.095,3.386,101.595,11.600,113.195,1.833,4.583,21.38,23.13,25.13
5,5.16,5.25,1/18/2018,11:30:00,3,2,2,11,1,1,1,2,21.25,23.13,21.13,58,31.5,138.5,1.1,30,0,0,0,55,2.5,137.5,2.8,10.36,10.36,2,1,2,1,4,2,5.7,5.7,8.4,0,14.1,8,2,1,0.5,30,0,0.00,0,0.00,0,5.7,5.7,0,0,0,0,0,0,0,7,6,5,0,3,0,6,2,1,5,6,3,5,6,3,1,6,3,6,1,21,21.5,21.25,5.9,0.028,52.5,2269.3,420,9.7,87,5.2,1,10.177,12.111,3.391,101.733,11.600,113.333,1.833,4.583,21.38,23.13,25.13
5,5.16,5.26,1/18/2018,15:10:00,3,2,2,11,1,2,1,1,22.7,23.13,21.13,79,31.5,138.5,1.1,27,10,0,0,55,2.5,137.5,2.8,10.36,10.36,2,1,2,1,4,2,5.7,5.7,8.4,0,14.1,8,2,1,0.5,30,19,1.08,0,1.08,0,5.7,5.7,19,1,0,0,0,1,1,7,6,5,0,3,0,6,2,1,5,6,3,5,6,3,1,6,3,6,1,22.5,22.9,22.7,5.9,0.105,44.1,1343.7,420,8.3,81,3.5,2,13.931,16.577,4.642,125.325,11.600,136.925,2.037,5.093,22.15,23.13,25.13
5,5.16,5.26,1/18/2018,13:00:00,3,2,2,11,1,2,1,2,21.05,23.13,21.13,79,31.5,138.5,1.1,29,0,0,2,55,2.5,137.5,2.8,10.36,10.36,2,1,2,1,4,2,5.7,5.7,8.4,0,14.1,8,2,1,0.5,30,0,0.00,0,0.00,0,5.7,5.7,0,0,0,0,0,0,0,7,6,5,0,3,0,6,2,1,5,6,3,5,6,3,1,6,3,6,1,21,21.1,21.05,5.9,0.007,50.8,1585.6,420,8.5,90,2.5,2,13.853,16.485,4.616,133.858,11.600,145.458,1.897,4.741,22.15,23.13,25.13
5,5.16,5.26,1/18/2018,13:10:00,3,2,2,11,1,1,1,2,21.3,23.13,21.13,79,31.5,138.5,1.1,29,0,0,2,55,2.5,137.5,2.8,10.36,10.36,2,1,2,1,4,2,5.7,5.7,8.4,0,14.1,8,2,1,0.5,30,0,0.00,0,0.00,0,5.7,5.7,0,0,0,0,0,0,0,7,6,5,0,3,0,6,2,1,5,6,3,5,6,3,1,6,3,6,1,21,21.6,21.3,5.9,0.034,52.8,1902.6,420,8.6,88,4.3,2,13.865,16.499,4.620,133.971,11.600,145.571,1.897,4.741,22.15,23.13,25.13
5,5.16,5.26,1/18/2018,14:40:00,3,2,2,11,1,1,1,2,23.1,23.13,21.13,58,31.5,138.5,1.1,27,0,0,20,55,2.5,137.5,2.8,10.36,10.36,2,1,2,1,4,2,5.7,5.7,8.4,0,14.1,8,2,1,0.5,30,19,1.08,0,1.08,0,5.7,5.7,19,1,0,0,0,1,1,7,6,5,0,3,0,6,2,1,5,6,3,5,6,3,1,6,3,6,1,22.5,23.7,23.1,5.9,0.014,48.7,2035.8,420,8,81,3.5,2,10.241,12.187,3.412,92.135,11.600,103.735,2.037,5.093,22.15,23.13,25.13
5,5.16,5.26,1/18/2018,13:30:00,3,2,2,11,1,1,1,2,22.25,23.13,21.13,58,31.5,138.5,1.1,29,0,0,2,55,2.5,137.5,2.8,10.36,10.36,2,1,2,1,4,2,5.7,5.7,8.4,0,14.1,8,2,1,0.5,30,0,0.00,0,0.00,0,5.7,5.7,0,0,0,0,0,0,0,7,6,5,0,3,0,6,2,1,5,6,3,5,6,3,1,6,3,6,1,21.5,23,22.25,5.9,0.022,51.2,2041.5,420,8.7,87,4.3,2,10.212,12.152,3.403,98.676,11.600,110.276,1.897,4.741,22.15,23.13,25.13
5,5.16,5.26,1/18/2018,13:20:00,3,2,2,11,1,1,1,2,21.65,23.13,21.13,79,31.5,138.5,1.1,29,0,0,2,55,2.5,137.5,2.8,10.36,10.36,2,1,2,1,4,2,5.7,5.7,8.4,0,14.1,8,2,1,0.5,30,0,0.00,0,0.00,0,5.7,5.7,0,0,0,0,0,0,0,7,6,5,0,3,0,6,2,1,5,6,3,5,6,3,1,6,3,6,1,21,22.3,21.65,5.9,0.022,53,2099.7,420,8.7,88,4.3,2,13.881,16.519,4.625,134.131,11.600,145.731,1.897,4.741,22.15,23.13,25.13
5,5.16,5.26,1/18/2018,13:40:00,3,2,2,11,1,1,1,2,22.45,23.13,21.13,58,31.5,138.5,1.1,27,0,0,0,55,2.5,137.5,2.8,10.36,10.36,2,1,2,1,4,2,5.7,5.7,8.4,0,14.1,8,2,1,0.5,30,0,0.00,0,0.00,0,5.7,5.7,0,0,0,0,0,0,0,7,6,5,0,3,0,6,2,1,5,6,3,5,6,3,1,6,3,6,1,21.5,23.4,22.45,5.9,0.039,50.6,2156,420,9.1,86,4.3,2,10.219,12.160,3.405,91.933,11.600,103.533,2.037,5.093,22.15,23.13,25.13
5,5.16,5.26,1/18/2018,14:30:00,3,2,2,11,1,1,1,2,22.85,23.13,21.13,58,31.5,138.5,1.1,27,0,0,20,55,2.5,137.5,2.8,10.36,10.36,2,1,2,1,4,2,5.7,5.7,8.4,0,14.1,8,2,1,0.5,30,19,1.08,0,1.08,0,5.7,5.7,19,1,0,0,0,1,1,7,6,5,0,3,0,6,2,1,5,6,3,5,6,3,1,6,3,6,1,22.5,23.2,22.85,5.9,0.024,50.2,2157,420,8,79,4.3,2,10.233,12.177,3.410,92.058,11.600,103.658,2.037,5.093,22.15,23.13,25.13
5,5.16,5.26,1/18/2018,14:00:00,3,2,2,11,1,1,1,2,22.65,23.13,21.13,58,31.5,138.5,1.1,27,0,0,0,55,2.5,137.5,2.8,10.36,10.36,2,1,2,1,4,2,5.7,5.7,8.4,0,14.1,8,2,1,0.5,30,0,0.00,0,0.00,0,5.7,5.7,0,0,0,0,0,0,0,7,6,5,0,3,0,6,2,1,5,6,3,5,6,3,1,6,3,6,1,22,23.3,22.65,5.9,0.011,49.7,2176.9,420,8.9,84,4.3,2,10.226,12.169,3.407,91.995,11.600,103.595,2.037,5.093,22.15,23.13,25.13
5,5.16,5.26,1/18/2018,13:50:00,3,2,2,11,1,1,1,2,22.8,23.13,21.13,58,31.5,138.5,1.1,27,0,0,0,55,2.5,137.5,2.8,10.36,10.36,2,1,2,1,4,2,5.7,5.7,8.4,0,14.1,8,2,1,0.5,30,0,0.00,0,0.00,0,5.7,5.7,0,0,0,0,0,0,0,7,6,5,0,3,0,6,2,1,5,6,3,5,6,3,1,6,3,6,1,22,23.6,22.8,5.9,0.036,49.6,2193,420,9.1,85,3.5,2,10.231,12.175,3.409,92.042,11.600,103.642,2.037,5.093,22.15,23.13,25.13
5,5.16,5.26,1/18/2018,14:20:00,3,2,2,11,1,1,1,2,22.75,23.13,21.13,58,31.5,138.5,1.1,27,0,0,20,55,2.5,137.5,2.8,10.36,10.36,2,1,2,1,4,2,5.7,5.7,8.4,0,14.1,8,2,1,0.5,30,19,1.08,0,1.08,0,5.7,5.7,19,1,0,0,0,0,1,1,1,5,0,3,0,6,2,1,5,6,3,5,6,3,1,6,3,6,1,22.5,23,22.75,5.9,0.045,50.6,2226.5,420,8.1,80,4.3,2,10.229,12.173,3.408,92.027,11.600,103.627,2.037,5.093,22.15,23.13,25.13
5,5.16,5.26,1/18/2018,15:00:00,3,2,2,11,3,3,2,2,22.8,23.13,21.13,0,31.5,138.5,1.1,0, , , ,55,2.5,137.5,2.8,10.36,10.36,2,1,2,1,4,2,5.7,5.7,8.4,0,14.1,8,2,1,0.5,30,19,1.08,0,1.08,0,5.7,5.7,19,1,0,0,0,1,1,7,6,5,0,3,0,6,2,1,5,6,3,5,6,3,1,6,3,6,1,22.5,23.1,22.8,5.9,0.03,46.8,1545.9,420,8.2,81,2.5,2,0.000,0.000,0.000,0.000,0.000,0.000, , ,22.15,23.13,25.13
5,5.16,5.26,1/18/2018,12:50:00,3,2,2,11,4,3,2,2,20.95,23.13,21.13,0,31.5,138.5,1.1,0, , , ,55,2.5,137.5,2.8,10.36,10.36,2,1,2,1,4,2,5.7,5.7,8.4,0,14.1,8,2,1,0.5,30,0,0.00,0,0.00,0,5.7,5.7,0,0,0,0,0,0,0,7,6,5,0,3,0,6,2,1,5,6,3,5,6,3,1,6,3,6,1,21,20.9,20.95,5.9,0.003,51.4,1666,420,8.3,90,4.3,2,0.000,0.000,0.000,0.000,0.000,0.000, , ,22.15,23.13,25.13
5,5.16,5.26,1/18/2018,15:20:00,3,2,2,11,7,3,2,2,22.95,23.13,21.13,0,31.5,138.5,1.1,0, , , ,55,2.5,137.5,2.8,10.36,10.36,2,1,2,1,4,2,5.7,5.7,8.4,0,14.1,8,2,1,0.5,30,19,1.08,0,1.08,0,5.7,5.7,19,1,0,0,0,1,1,7,6,5,0,3,0,6,2,1,5,6,3,5,6,3,1,6,3,6,1,22.5,23.4,22.95,5.9,0.038,46.1,1691.5,420,8.4,81,2.5,2,0.000,0.000,0.000,0.000,0.000,0.000, , ,22.15,23.13,25.13
5,5.16,5.26,1/18/2018,12:40:00,3,2,2,11,4,3,2,2,21.35,23.13,21.13,0,31.5,138.5,1.1,0, , , ,55,2.5,137.5,2.8,10.36,10.36,2,1,2,1,4,2,5.7,5.7,8.4,0,14.1,8,2,1,0.5,30,0,0.00,0,0.00,0,5.7,5.7,0,0,0,0,0,0,0,7,6,5,0,3,0,6,2,1,5,6,3,5,6,3,1,6,3,6,1,21.5,21.2,21.35,5.9,0.004,51.7,1825,420,8.2,91,3.5,1,0.000,0.000,0.000,0.000,0.000,0.000, , ,22.15,23.13,25.13
5,5.16,5.26,1/18/2018,14:50:00,3,2,2,11,3,3,2,2,23.25,23.13,21.13,0,31.5,138.5,1.1,0, , , ,55,2.5,137.5,2.8,10.36,10.36,2,1,2,1,4,2,5.7,5.7,8.4,0,14.1,8,2,1,0.5,30,19,1.08,0,1.08,0,5.7,5.7,19,1,0,0,0,1,1,7,6,5,0,3,0,6,2,1,5,6,3,5,6,3,1,6,3,6,1,22.5,24,23.25,5.9,0.031,47.3,1929.9,420,8,82,3.5,2,0.000,0.000,0.000,0.000,0.000,0.000, , ,22.15,23.13,25.13
5,5.16,5.26,1/18/2018,12:30:00,3,2,2,11,4,3,2,2,21.6,23.13,21.13,0,31.5,138.5,1.1,0, , , ,55,2.5,137.5,2.8,10.36,10.36,2,1,2,1,4,2,5.7,5.7,8.4,0,14.1,8,2,1,0.5,30,0,0.00,0,0.00,0,5.7,5.7,0,0,0,0,0,0,0,7,6,5,0,3,0,6,2,1,5,6,3,5,6,3,1,6,3,6,1,21.5,21.7,21.6,5.9,0.037,51.2,2026.7,420,8.1,92,3.5,1,0.000,0.000,0.000,0.000,0.000,0.000, , ,22.15,23.13,25.13
5,5.16,5.26,1/18/2018,12:20:00,3,2,2,11,4,3,2,2,21.8,23.13,21.13,0,31.5,138.5,1.1,0, , , ,55,2.5,137.5,2.8,10.36,10.36,2,1,2,1,4,2,5.7,5.7,8.4,0,14.1,8,2,1,0.5,30,0,0.00,0,0.00,0,5.7,5.7,0,0,0,0,0,0,0,7,6,5,0,3,0,6,2,1,5,6,3,5,6,3,1,6,3,6,1,21.5,22.1,21.8,5.9,0.088,51.4,2143.2,420,8.1,92,3.5,1,0.000,0.000,0.000,0.000,0.000,0.000, , ,22.15,23.13,25.13
5,5.16,5.26,1/18/2018,14:10:00,3,2,2,11,3,3,2,2,22.65,23.13,21.13,0,31.5,138.5,1.1,0, , , ,55,2.5,137.5,2.8,10.36,10.36,2,1,2,1,4,2,5.7,5.7,8.4,0,14.1,8,2,1,0.5,30,0,0.00,0,0.00,0,5.7,5.7,0,0,0,0,0,0,0,7,6,5,0,3,0,6,2,1,5,6,3,5,6,3,1,6,3,6,1,22,23.3,22.65,5.9,0.023,50.1,2302.9,420,8.4,83,5.2,2,0.000,0.000,0.000,0.000,0.000,0.000, , ,22.15,23.13,25.13
5,5.17,5.27,1/18/2018,09:00:00,3,2,2,6,1,1,1,2,19,23.17,21.17,58,31.5,138.5,1.1,26,1,0,3,55,2.5,137.5,2.8,10.36,10.36,2,1,2,1,4,2,5.7,5.7,4.4,0,10.1,8,2,1,0.5,30,0,0.00,0,0.00,0,5.7,5.7,0,0,0,0,0,0,0,7,6,5,0,3,0,6,2,1,5,6,3,5,6,3,1,6,3,6,1,19, ,19,6.34, ,46.5, ,420,1.5,92,0.8,2,10.100,12.018,3.365,87.495,11.600,99.095,2.115,5.288,21.49,23.17,25.17
5,5.17,5.27,1/18/2018,09:10:00,3,2,2,6,1,1,1,2,19.5,23.17,21.17,58,31.5,138.5,1.1,26,0,0,3,55,2.5,137.5,2.8,10.36,10.36,2,1,2,1,4,2,5.7,5.7,4.4,0,10.1,8,2,1,0.5,30,0,0.00,0,0.00,0,5.7,5.7,0,0,0,0,0,0,0,7,6,5,0,3,0,6,2,1,5,6,3,5,6,3,1,6,3,6,1,19.5, ,19.5,6.34, ,47, ,420,1.7,92,0.8,2,10.117,12.039,3.371,87.644,11.600,99.244,2.115,5.288,21.49,23.17,25.17
5,5.17,5.27,1/18/2018,09:20:00,3,2,2,6,1,1,1,2,20.3,23.17,21.17,58,31.5,138.5,1.1,26,0,0,3,55,2.5,137.5,2.8,10.36,10.36,2,1,2,1,4,2,5.7,5.7,4.4,0,10.1,8,2,1,0.5,30,0,0.00,0,0.00,0,5.7,5.7,0,0,0,0,0,0,0,7,6,5,0,3,0,6,2,1,5,6,3,5,6,3,1,6,3,6,1,20,20.6,20.3,6.34,0.031,42.7, ,420,1.9,92,0.8,2,10.145,12.072,3.380,87.884,11.600,99.484,2.115,5.288,21.49,23.17,25.17
5,5.17,5.27,1/18/2018,09:30:00,3,2,2,6,1,1,1,2,20.5,23.17,21.17,58,31.5,138.5,1.1,26,0,0,3,55,2.5,137.5,2.8,10.36,10.36,2,1,2,1,4,2,5.7,5.7,4.4,0,10.1,8,2,1,0.5,30,0,0.00,0,0.00,0,5.7,5.7,0,0,0,0,0,0,0,7,6,5,0,3,0,6,2,1,5,6,3,5,6,3,1,6,3,6,1,20,21,20.5,6.34,0.008,41.7, ,420,2.1,91,0.8,2,10.151,12.080,3.382,87.944,11.600,99.544,2.115,5.288,21.49,23.17,25.17
5,5.17,5.27,1/18/2018,09:40:00,3,2,2,6,1,1,1,2,20.8,23.17,21.17,58,31.5,138.5,1.1,26,0,0,3,55,2.5,137.5,2.8,10.36,10.36,2,1,2,1,4,2,5.7,5.7,4.4,0,10.1,8,2,1,0.5,30,19,1.08,0,1.08,0,5.7,5.7,19,1,0,0,0,0,1,1,2,5,0,3,0,6,2,1,5,6,3,5,6,3,1,6,3,6,1,20.5,21.1,20.8,6.34,0.006,41.6, ,420,2.3,91,0.8,2,10.162,12.093,3.386,88.034,11.600,99.634,2.115,5.288,21.49,23.17,25.17
5,5.17,5.27,1/18/2018,09:50:00,3,2,2,6,1,1,1,2,21.05,23.17,21.17,58,31.5,138.5,1.1,26,0,0,3,55,2.5,137.5,2.8,10.36,10.36,2,1,2,1,4,2,5.7,5.7,4.4,0,10.1,8,2,1,0.5,30,19,1.08,0,1.08,0,5.7,5.7,19,1,0,0,0,1,1,7,6,5,0,3,0,6,2,1,5,6,3,5,6,3,1,6,3,6,1,21,21.1,21.05,6.34,0.021,40, ,420,2.5,90,0.8,2,10.170,12.103,3.389,88.109,11.600,99.709,2.115,5.288,21.49,23.17,25.17
5,5.17,5.27,1/18/2018,10:00:00,3,2,2,6,1,1,1,2,21.1,23.17,21.17,58,31.5,138.5,1.1,26,0,0,3,55,2.5,137.5,2.8,10.36,10.36,2,1,2,1,4,2,5.7,5.7,4.4,0,10.1,8,2,1,0.5,30,19,1.08,0,1.08,0,5.7,5.7,19,1,0,0,0,1,1,7,6,5,0,3,0,6,2,1,5,6,3,5,6,3,1,6,3,6,1,21,21.2,21.1,6.34,0.003,39.3, ,420,2.7,90,0.8,2,10.172,12.105,3.389,88.124,11.600,99.724,2.115,5.288,21.49,23.17,25.17
5,5.17,5.27,1/18/2018,10:10:00,3,2,2,6,1,1,1,2,21.15,23.17,21.17,58,31.5,138.5,1.1,26,0,0,3,55,2.5,137.5,2.8,10.36,10.36,2,1,2,1,4,2,5.7,5.7,4.4,0,10.1,8,2,1,0.5,30,19,1.08,0,1.08,0,5.7,5.7,19,1,0,0,0,1,1,7,6,5,0,3,0,6,2,1,5,6,3,5,6,3,1,6,3,6,1,21,21.3,21.15,6.34,0.007,38.7, ,420,2.8,89,0.8,2,10.174,12.107,3.390,88.139,11.600,99.739,2.115,5.288,21.49,23.17,25.17
5,5.17,5.27,1/18/2018,10:20:00,3,2,2,6,1,1,1,2,21.4,23.17,21.17,58,31.5,138.5,1.1,26,0,0,3,55,2.5,137.5,2.8,10.36,10.36,2,1,2,1,4,2,5.7,5.7,4.4,0,10.1,8,2,1,0.5,30,19,1.08,0,1.08,0,5.7,5.7,19,1,0,0,0,1,1,7,6,5,0,3,0,6,2,1,5,6,3,5,6,3,1,6,3,6,1,21.5,21.3,21.4,6.34,0.008,38.1, ,420,2.9,89,0.8,2,10.183,12.117,3.393,88.214,11.600,99.814,2.115,5.288,21.49,23.17,25.17
5,5.17,5.27,1/18/2018,10:30:00,3,2,2,6,1,1,1,2,21.35,23.17,21.17,58,31.5,138.5,1.1,26,2,0,3,55,2.5,137.5,2.8,10.36,10.36,2,1,2,1,4,2,5.7,5.7,4.4,0,10.1,8,2,1,0.5,30,19,1.08,0,1.08,0,5.7,5.7,19,1,0,0,0,1,1,7,6,5,0,3,0,6,2,1,5,6,3,5,6,3,1,6,3,6,1,21.5,21.2,21.35,6.34,0.013,37.9, ,420,3.1,89,1.7,2,10.181,12.115,3.392,88.199,11.600,99.799,2.115,5.288,21.49,23.17,25.17
5,5.17,5.27,1/18/2018,11:10:00,3,2,2,6,1,2,1,2,20.8,23.17,21.17,79,31.5,138.5,1.1,11,2,0,2,55,2.5,137.5,2.8,10.36,10.36,2,1,2,1,4,2,5.7,5.7,4.4,0,10.1,8,2,1,0.5,30,44,2.51,0,2.51,0,5.7,5.7,44,2,0,1,1,1,3,1,4,5,0,3,0,6,2,1,5,6,3,5,6,3,1,6,3,6,1,21,20.6,20.8,6.34,0.003,34.9, ,420,4,87,0.8,2,13.841,16.471,4.612,50.730,11.600,62.330,5.000,12.500,21.49,23.17,25.17
5,5.17,5.27,1/18/2018,11:40:00,3,2,2,6,1,1,1,2,20.3,23.17,21.17,58,31.5,138.5,1.1,26,10,0,3,55,2.5,137.5,2.8,10.36,10.36,2,1,2,1,4,2,5.7,5.7,4.4,0,10.1,8,2,1,0.5,30,19,1.08,0,1.08,0,5.7,5.7,19,1,0,0,0,1,5,7,6,5,0,3,0,6,2,1,5,6,3,5,6,3,1,6,3,6,1,20.5,20.1,20.3,6.34,0.001,37.1, ,420,4.7,83,1.7,2,10.145,12.072,3.380,87.884,11.600,99.484,2.115,5.288,21.49,23.17,25.17
